Member_ID,Year,Snapshot_Type,Snapshot_Date,Segment,LAP_Days,Total_Txns,Total_Spend,Is_New_Member,FIRST_NAME,LAST_NAME,GENDER,Age_Range,Generation
M000935,2022,End,2022-12-31,Active,13.0,4,908.59,True,Jennifer,Rodriguez,F,55+,Gen X
M000936,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,John,Rodriguez,M,45-54,Gen X
M000936,2022,End,2022-12-31,Active,24.0,4,559.91,True,John,Rodriguez,M,45-54,Gen X
M000937,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,Christopher,Jones,M,18-24,Gen Z
M000937,2022,End,2022-12-31,Never Purchased,,0,0.0,False,Christopher,Jones,M,18-24,Gen Z
M000938,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,James,Jones,M,18-24,Gen Z
M000938,2022,End,2022-12-31,Never Purchased,,0,0.0,True,James,Jones,M,18-24,Gen Z
M000939,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,Karen,Garcia,F,55+,Gen X
M000939,2022,End,2022-12-31,Active,23.0,1,262.82,True,Karen,Garcia,F,55+,Gen X
M000940,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,Robert,Anderson,M,25-34,Millennial
M000940,2022,End,2022-12-31,Never Purchased,,0,0.0,False,Robert,Anderson,M,25-34,Millennial
M000941,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,Jennifer,Rodriguez,F,35-44,Millennial
M000941,2022,End,2022-12-31,Never Purchased,,0,0.0,False,Jennifer,Rodriguez,F,35-44,Millennial
M000942,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,Betty,Williams,F,45-54,Gen X
M000942,2022,End,2022-12-31,Never Purchased,,0,0.0,False,Betty,Williams,F,45-54,Gen X
M000943,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,Richard,Anderson,M,25-34,Millennial
M000943,2022,End,2022-12-31,Never Purchased,,0,0.0,True,Richard,Anderson,M,25-34,Millennial
M000944,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,Christopher,Johnson,M,55+,Boomer
M000944,2022,End,2022-12-31,Never Purchased,,0,0.0,False,Christopher,Johnson,M,55+,Boomer
M000945,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,Linda,Anderson,F,25-34,Millennial
M000945,2022,End,2022-12-31,Never Purchased,,0,0.0,False,Linda,Anderson,F,25-34,Millennial
M000946,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,David,Rodriguez,M,35-44,Millennial
M000946,2022,End,2022-12-31,Never Purchased,,0,0.0,False,David,Rodriguez,M,35-44,Millennial
M000947,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,Nancy,Johnson,F,18-24,Gen Z
M000947,2022,End,2022-12-31,Never Purchased,,0,0.0,False,Nancy,Johnson,F,18-24,Gen Z
M000948,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,Sarah,Martinez,F,25-34,Gen Z
M000948,2022,End,2022-12-31,Active,9.0,46,8854.08,True,Sarah,Martinez,F,25-34,Gen Z
M000949,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,Mary,Lopez,F,55+,Gen X
M000949,2022,End,2022-12-31,Active,14.0,18,1406.09,True,Mary,Lopez,F,55+,Gen X
M000950,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,Karen,Jones,F,35-44,Millennial
M000950,2022,End,2022-12-31,Never Purchased,,0,0.0,False,Karen,Jones,F,35-44,Millennial
M000951,2022,Start,2022-01-01,Active,5.0,7,1641.7,False,Jennifer,Hernandez,F,25-34,Gen Z
M000951,2022,End,2022-12-31,Active,22.0,17,3573.49,False,Jennifer,Hernandez,F,25-34,Gen Z
M000952,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,Karen,Davis,F,18-24,Gen Z
M000952,2022,End,2022-12-31,Never Purchased,,0,0.0,False,Karen,Davis,F,18-24,Gen Z
M000953,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,Richard,Smith,M,55+,Gen X
M000953,2022,End,2022-12-31,Active,24.0,4,566.11,True,Richard,Smith,M,55+,Gen X
M000954,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,Daniel,Davis,M,25-34,Millennial
M000954,2022,End,2022-12-31,Never Purchased,,0,0.0,False,Daniel,Davis,M,25-34,Millennial
M000955,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,Mary,Miller,F,45-54,Gen X
M000955,2022,End,2022-12-31,Active,29.0,5,1332.36,True,Mary,Miller,F,45-54,Gen X
M000956,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,Robert,Jones,M,45-54,Gen X
M000956,2022,End,2022-12-31,Never Purchased,,0,0.0,False,Robert,Jones,M,45-54,Gen X
M000957,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,Thomas,Martinez,M,45-54,Gen X
M000957,2022,End,2022-12-31,Never Purchased,,0,0.0,False,Thomas,Martinez,M,45-54,Gen X
M000958,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,William,Lopez,M,25-34,Millennial
M000958,2022,End,2022-12-31,Never Purchased,,0,0.0,False,William,Lopez,M,25-34,Millennial
M000959,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,Richard,Johnson,M,45-54,Gen X
M000959,2022,End,2022-12-31,Never Purchased,,0,0.0,False,Richard,Johnson,M,45-54,Gen X
M000960,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,Susan,Miller,F,25-34,Millennial
M000960,2022,End,2022-12-31,Active,18.0,10,1772.29,True,Susan,Miller,F,25-34,Millennial
M000961,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,Mary,Garcia,F,55+,Boomer
M000961,2022,End,2022-12-31,Active,27.0,4,207.11,True,Mary,Garcia,F,55+,Boomer
M000962,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,Mary,Williams,F,55+,Boomer
M000962,2022,End,2022-12-31,Never Purchased,,0,0.0,False,Mary,Williams,F,55+,Boomer
M000963,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,Margaret,Hernandez,F,55+,Boomer
M000963,2022,End,2022-12-31,Active,19.0,5,500.58,True,Margaret,Hernandez,F,55+,Boomer
M000964,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,David,Williams,M,35-44,Millennial
M000964,2022,End,2022-12-31,Never Purchased,,0,0.0,False,David,Williams,M,35-44,Millennial
M000965,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,Richard,Davis,M,35-44,Millennial
M000965,2022,End,2022-12-31,Never Purchased,,0,0.0,False,Richard,Davis,M,35-44,Millennial
M000966,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,James,Jones,M,25-34,Gen Z
M000966,2022,End,2022-12-31,Never Purchased,,0,0.0,False,James,Jones,M,25-34,Gen Z
M000967,2022,Start,2022-01-01,Active,7.0,20,2265.94,False,Anthony,Lopez,M,45-54,Gen X
M000967,2022,End,2022-12-31,Active,30.0,37,5668.13,False,Anthony,Lopez,M,45-54,Gen X
M000968,2022,Start,2022-01-01,Active,25.0,3,549.07,False,Robert,Brown,M,25-34,Millennial
M000968,2022,End,2022-12-31,Active,7.0,7,937.5600000000001,False,Robert,Brown,M,25-34,Millennial
M000969,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,Betty,Hernandez,F,25-34,Millennial
M000969,2022,End,2022-12-31,Never Purchased,,0,0.0,False,Betty,Hernandez,F,25-34,Millennial
M000970,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,Robert,Johnson,M,35-44,Millennial
M000970,2022,End,2022-12-31,Never Purchased,,0,0.0,False,Robert,Johnson,M,35-44,Millennial
M000971,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,John,Smith,M,55+,Boomer
M000971,2022,End,2022-12-31,Never Purchased,,0,0.0,False,John,Smith,M,55+,Boomer
M000972,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,Robert,Davis,M,35-44,Millennial
M000972,2022,End,2022-12-31,Never Purchased,,0,0.0,False,Robert,Davis,M,35-44,Millennial
M000973,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,Betty,Wilson,F,35-44,Millennial
M000973,2022,End,2022-12-31,Never Purchased,,0,0.0,False,Betty,Wilson,F,35-44,Millennial
M000974,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,Jennifer,Johnson,F,25-34,Gen Z
M000974,2022,End,2022-12-31,Active,28.0,5,1272.7,True,Jennifer,Johnson,F,25-34,Gen Z
M000975,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,Jennifer,Johnson,F,45-54,Gen X
M000975,2022,End,2022-12-31,Never Purchased,,0,0.0,False,Jennifer,Johnson,F,45-54,Gen X
M000976,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,David,Brown,M,45-54,Gen X
M000976,2022,End,2022-12-31,Never Purchased,,0,0.0,False,David,Brown,M,45-54,Gen X
M000977,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,Richard,Johnson,M,45-54,Gen X
M000977,2022,End,2022-12-31,Never Purchased,,0,0.0,False,Richard,Johnson,M,45-54,Gen X
M000978,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,Robert,Smith,M,55+,Gen X
M000978,2022,End,2022-12-31,Never Purchased,,0,0.0,False,Robert,Smith,M,55+,Gen X
M000979,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,Margaret,Rodriguez,F,35-44,Millennial
M000979,2022,End,2022-12-31,Active,29.0,10,958.56,True,Margaret,Rodriguez,F,35-44,Millennial
M000980,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,Daniel,Lopez,M,18-24,Gen Z
M000980,2022,End,2022-12-31,Never Purchased,,0,0.0,False,Daniel,Lopez,M,18-24,Gen Z
M000981,2022,Start,2022-01-01,Active,9.0,9,470.21,False,Karen,Johnson,F,25-34,Millennial
M000981,2022,End,2022-12-31,Active,6.0,14,1443.68,False,Karen,Johnson,F,25-34,Millennial
M000982,2022,Start,2022-01-01,Active,15.0,13,1390.99,False,Linda,Jones,F,18-24,Gen Z
M000982,2022,End,2022-12-31,Active,8.0,29,4830.73,False,Linda,Jones,F,18-24,Gen Z
M000983,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,Susan,Johnson,F,55+,Boomer
M000983,2022,End,2022-12-31,Never Purchased,,0,0.0,False,Susan,Johnson,F,55+,Boomer
M000984,2022,Start,2022-01-01,Active,26.0,5,279.94,False,William,Brown,M,35-44,Millennial
M000984,2022,End,2022-12-31,Dormant,390.0,5,279.94,False,William,Brown,M,35-44,Millennial
M000985,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,Lisa,Jones,F,55+,Gen X
M000985,2022,End,2022-12-31,Active,11.0,16,1675.78,True,Lisa,Jones,F,55+,Gen X
M000986,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,Daniel,Hernandez,M,45-54,Gen X
M000986,2022,End,2022-12-31,Active,25.0,10,1021.2,True,Daniel,Hernandez,M,45-54,Gen X
M000987,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,Linda,Davis,F,25-34,Millennial
M000987,2022,End,2022-12-31,Never Purchased,,0,0.0,False,Linda,Davis,F,25-34,Millennial
M000988,2022,Start,2022-01-01,Active,9.0,7,1278.7,False,David,Anderson,M,45-54,Gen X
M000988,2022,End,2022-12-31,Active,4.0,16,2726.5,False,David,Anderson,M,45-54,Gen X
M000989,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,Lisa,Miller,F,25-34,Gen Z
M000989,2022,End,2022-12-31,Never Purchased,,0,0.0,False,Lisa,Miller,F,25-34,Gen Z
M000990,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,Mark,Anderson,M,55+,Gen X
M000990,2022,End,2022-12-31,Active,9.0,15,3174.45,True,Mark,Anderson,M,55+,Gen X
M000991,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,Mark,Smith,M,25-34,Gen Z
M000991,2022,End,2022-12-31,Never Purchased,,0,0.0,False,Mark,Smith,M,25-34,Gen Z
M000992,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,Robert,Garcia,M,45-54,Gen X
M000992,2022,End,2022-12-31,Never Purchased,,0,0.0,False,Robert,Garcia,M,45-54,Gen X
M000993,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,Michael,Rodriguez,M,35-44,Millennial
M000993,2022,End,2022-12-31,Active,21.0,3,455.42,True,Michael,Rodriguez,M,35-44,Millennial
M000994,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,Jessica,Williams,F,35-44,Millennial
M000994,2022,End,2022-12-31,Never Purchased,,0,0.0,False,Jessica,Williams,F,35-44,Millennial
M000995,2022,Start,2022-01-01,Active,4.0,8,1144.21,False,Michael,Jones,M,35-44,Millennial
M000995,2022,End,2022-12-31,Active,14.0,18,1959.69,False,Michael,Jones,M,35-44,Millennial
M000996,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,David,Miller,M,45-54,Gen X
M000996,2022,End,2022-12-31,Never Purchased,,0,0.0,False,David,Miller,M,45-54,Gen X
M000997,2022,Start,2022-01-01,Active,31.0,38,5163.31,False,Susan,Johnson,F,35-44,Millennial
M000997,2022,End,2022-12-31,Active,7.0,71,8987.25,False,Susan,Johnson,F,35-44,Millennial
M000998,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,William,Williams,M,35-44,Millennial
M000998,2022,End,2022-12-31,Never Purchased,,0,0.0,False,William,Williams,M,35-44,Millennial
M000999,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,Michael,Garcia,M,25-34,Gen Z
M000999,2022,End,2022-12-31,Never Purchased,,0,0.0,False,Michael,Garcia,M,25-34,Gen Z
M001000,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,Nancy,Wilson,F,55+,Gen X
M001000,2022,End,2022-12-31,Never Purchased,,0,0.0,False,Nancy,Wilson,F,55+,Gen X
M001001,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,Karen,Rodriguez,F,25-34,Millennial
M001001,2022,End,2022-12-31,Never Purchased,,0,0.0,False,Karen,Rodriguez,F,25-34,Millennial
M001002,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,Anthony,Johnson,M,35-44,Millennial
M001002,2022,End,2022-12-31,Never Purchased,,0,0.0,False,Anthony,Johnson,M,35-44,Millennial
M001003,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,John,Garcia,M,35-44,Millennial
M001003,2022,End,2022-12-31,Never Purchased,,0,0.0,False,John,Garcia,M,35-44,Millennial
M001004,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,John,Lopez,M,25-34,Gen Z
M001004,2022,End,2022-12-31,Never Purchased,,0,0.0,False,John,Lopez,M,25-34,Gen Z
M001005,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,Matthew,Martinez,M,18-24,Gen Z
M001005,2022,End,2022-12-31,Never Purchased,,0,0.0,False,Matthew,Martinez,M,18-24,Gen Z
M001006,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,Michael,Smith,M,55+,Gen X
M001006,2022,End,2022-12-31,Never Purchased,,0,0.0,False,Michael,Smith,M,55+,Gen X
M001007,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,Jessica,Lopez,F,35-44,Millennial
M001007,2022,End,2022-12-31,Active,24.0,10,1093.41,True,Jessica,Lopez,F,35-44,Millennial
M001008,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,Daniel,Wilson,M,25-34,Millennial
M001008,2022,End,2022-12-31,Never Purchased,,0,0.0,False,Daniel,Wilson,M,25-34,Millennial
M001009,2022,Start,2022-01-01,Active,23.0,4,448.47,False,Nancy,Rodriguez,F,35-44,Millennial
M001009,2022,End,2022-12-31,Active,8.0,9,1072.19,False,Nancy,Rodriguez,F,35-44,Millennial
M001010,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,Anthony,Brown,M,45-54,Gen X
M001010,2022,End,2022-12-31,Never Purchased,,0,0.0,False,Anthony,Brown,M,45-54,Gen X
M001011,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,Anthony,Davis,M,45-54,Gen X
M001011,2022,End,2022-12-31,Active,8.0,3,219.69,True,Anthony,Davis,M,45-54,Gen X
M001012,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,Lisa,Miller,F,25-34,Millennial
M001012,2022,End,2022-12-31,Never Purchased,,0,0.0,False,Lisa,Miller,F,25-34,Millennial
M001013,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,Robert,Williams,M,45-54,Gen X
M001013,2022,End,2022-12-31,Active,26.0,26,3114.47,True,Robert,Williams,M,45-54,Gen X
M001014,2022,Start,2022-01-01,Active,6.0,2,388.27,False,James,Jones,M,25-34,Gen Z
M001014,2022,End,2022-12-31,Active,15.0,4,680.12,False,James,Jones,M,25-34,Gen Z
M001015,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,Mary,Garcia,F,35-44,Millennial
M001015,2022,End,2022-12-31,Never Purchased,,0,0.0,False,Mary,Garcia,F,35-44,Millennial
M001016,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,William,Miller,M,45-54,Gen X
M001016,2022,End,2022-12-31,Never Purchased,,0,0.0,False,William,Miller,M,45-54,Gen X
M001017,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,Robert,Williams,M,25-34,Millennial
M001017,2022,End,2022-12-31,Active,7.0,3,200.33,True,Robert,Williams,M,25-34,Millennial
M001018,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,Mark,Lopez,M,25-34,Millennial
M001018,2022,End,2022-12-31,Never Purchased,,0,0.0,False,Mark,Lopez,M,25-34,Millennial
M001019,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,Susan,Martinez,F,45-54,Gen X
M001019,2022,End,2022-12-31,Never Purchased,,0,0.0,False,Susan,Martinez,F,45-54,Gen X
M001020,2022,Start,2022-01-01,Active,15.0,5,964.56,False,Jennifer,Wilson,F,18-24,Gen Z
M001020,2022,End,2022-12-31,Active,10.0,6,1116.77,False,Jennifer,Wilson,F,18-24,Gen Z
M001021,2022,Start,2022-01-01,Active,30.0,10,2229.6,False,Robert,Williams,M,18-24,Gen Z
M001021,2022,End,2022-12-31,Active,18.0,16,2673.2799999999997,False,Robert,Williams,M,18-24,Gen Z
M001022,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,Elizabeth,Davis,F,35-44,Millennial
M001022,2022,End,2022-12-31,Never Purchased,,0,0.0,False,Elizabeth,Davis,F,35-44,Millennial
M001023,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,Jessica,Miller,F,55+,Gen X
M001023,2022,End,2022-12-31,Never Purchased,,0,0.0,False,Jessica,Miller,F,55+,Gen X
M001024,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,Matthew,Miller,M,45-54,Gen X
M001024,2022,End,2022-12-31,Never Purchased,,0,0.0,False,Matthew,Miller,M,45-54,Gen X
M001025,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,Robert,Miller,M,25-34,Millennial
M001025,2022,End,2022-12-31,Never Purchased,,0,0.0,False,Robert,Miller,M,25-34,Millennial
M001026,2022,Start,2022-01-01,Active,24.0,10,1415.7,False,Sarah,Davis,F,55+,Boomer
M001026,2022,End,2022-12-31,Active,26.0,15,2604.66,False,Sarah,Davis,F,55+,Boomer
M001027,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,Patricia,Miller,F,35-44,Millennial
M001027,2022,End,2022-12-31,Never Purchased,,0,0.0,False,Patricia,Miller,F,35-44,Millennial
M001028,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,Mary,Rodriguez,F,25-34,Millennial
M001028,2022,End,2022-12-31,Never Purchased,,0,0.0,False,Mary,Rodriguez,F,25-34,Millennial
M001029,2022,Start,2022-01-01,Active,21.0,8,901.09,False,Mary,Wilson,F,35-44,Millennial
M001029,2022,End,2022-12-31,Active,29.0,16,3181.44,False,Mary,Wilson,F,35-44,Millennial
M001030,2022,Start,2022-01-01,Active,7.0,15,4338.5,False,Elizabeth,Hernandez,F,25-34,Millennial
M001030,2022,End,2022-12-31,Active,3.0,26,6325.51,False,Elizabeth,Hernandez,F,25-34,Millennial
M001031,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,Jessica,Rodriguez,F,25-34,Millennial
M001031,2022,End,2022-12-31,Never Purchased,,0,0.0,False,Jessica,Rodriguez,F,25-34,Millennial
M001032,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,Linda,Brown,F,35-44,Millennial
M001032,2022,End,2022-12-31,Never Purchased,,0,0.0,False,Linda,Brown,F,35-44,Millennial
M001033,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,Mary,Rodriguez,F,55+,Gen X
M001033,2022,End,2022-12-31,Never Purchased,,0,0.0,False,Mary,Rodriguez,F,55+,Gen X
M001034,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,Linda,Davis,F,35-44,Millennial
M001034,2022,End,2022-12-31,Never Purchased,,0,0.0,False,Linda,Davis,F,35-44,Millennial
M001035,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,Lisa,Martinez,F,25-34,Gen Z
M001035,2022,End,2022-12-31,Active,16.0,3,376.99,True,Lisa,Martinez,F,25-34,Gen Z
M001036,2022,Start,2022-01-01,Active,21.0,5,1273.64,False,William,Brown,M,25-34,Millennial
M001036,2022,End,2022-12-31,Active,9.0,14,2965.19,False,William,Brown,M,25-34,Millennial
M001037,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,Anthony,Davis,M,55+,Boomer
M001037,2022,End,2022-12-31,Never Purchased,,0,0.0,False,Anthony,Davis,M,55+,Boomer
M001038,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,Jennifer,Williams,F,45-54,Gen X
M001038,2022,End,2022-12-31,Never Purchased,,0,0.0,False,Jennifer,Williams,F,45-54,Gen X
M001039,2022,Start,2022-01-01,Active,19.0,1,197.21,False,Lisa,Jones,F,55+,Boomer
M001039,2022,End,2022-12-31,Active,4.0,2,397.75,False,Lisa,Jones,F,55+,Boomer
M001040,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,Thomas,Lopez,M,55+,Gen X
M001040,2022,End,2022-12-31,Never Purchased,,0,0.0,False,Thomas,Lopez,M,55+,Gen X
M001041,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,Jessica,Brown,F,25-34,Millennial
M001041,2022,End,2022-12-31,Never Purchased,,0,0.0,False,Jessica,Brown,F,25-34,Millennial
M001042,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,Jessica,Anderson,F,55+,Boomer
M001042,2022,End,2022-12-31,Never Purchased,,0,0.0,False,Jessica,Anderson,F,55+,Boomer
M001043,2022,Start,2022-01-01,Active,27.0,6,339.1,False,Elizabeth,Anderson,F,45-54,Gen X
M001043,2022,End,2022-12-31,Active,17.0,16,1142.3000000000002,False,Elizabeth,Anderson,F,45-54,Gen X
M001044,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,Karen,Anderson,F,55+,Gen X
M001044,2022,End,2022-12-31,Never Purchased,,0,0.0,False,Karen,Anderson,F,55+,Gen X
M001045,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,Mary,Wilson,F,55+,Gen X
M001045,2022,End,2022-12-31,Never Purchased,,0,0.0,False,Mary,Wilson,F,55+,Gen X
M001046,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,Richard,Brown,M,25-34,Gen Z
M001046,2022,End,2022-12-31,Never Purchased,,0,0.0,False,Richard,Brown,M,25-34,Gen Z
M001047,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,William,Brown,M,25-34,Gen Z
M001047,2022,End,2022-12-31,Active,30.0,5,632.39,True,William,Brown,M,25-34,Gen Z
M001048,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,Daniel,Miller,M,18-24,Gen Z
M001048,2022,End,2022-12-31,Active,5.0,4,930.61,True,Daniel,Miller,M,18-24,Gen Z
M001049,2022,Start,2022-01-01,Active,23.0,11,2549.08,False,Patricia,Rodriguez,F,35-44,Millennial
M001049,2022,End,2022-12-31,Active,23.0,25,4828.02,False,Patricia,Rodriguez,F,35-44,Millennial
M001050,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,Matthew,Martinez,M,25-34,Gen Z
M001050,2022,End,2022-12-31,Active,18.0,5,326.98,True,Matthew,Martinez,M,25-34,Gen Z
M001051,2022,Start,2022-01-01,Active,19.0,13,1693.04,False,Michael,Johnson,M,45-54,Gen X
M001051,2022,End,2022-12-31,Active,20.0,30,3529.6499999999996,False,Michael,Johnson,M,45-54,Gen X
M001052,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,Lisa,Johnson,F,25-34,Millennial
M001052,2022,End,2022-12-31,Active,25.0,8,1541.17,True,Lisa,Johnson,F,25-34,Millennial
M001053,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,David,Hernandez,M,55+,Gen X
M001053,2022,End,2022-12-31,Never Purchased,,0,0.0,False,David,Hernandez,M,55+,Gen X
M001054,2022,Start,2022-01-01,Active,9.0,18,1244.21,False,David,Rodriguez,M,35-44,Millennial
M001054,2022,End,2022-12-31,Active,16.0,28,2096.02,False,David,Rodriguez,M,35-44,Millennial
M001055,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,James,Anderson,M,35-44,Millennial
M001055,2022,End,2022-12-31,Active,27.0,28,2796.27,True,James,Anderson,M,35-44,Millennial
M001056,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,Robert,Jones,M,45-54,Gen X
M001056,2022,End,2022-12-31,Never Purchased,,0,0.0,False,Robert,Jones,M,45-54,Gen X
M001057,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,Patricia,Jones,F,25-34,Millennial
M001057,2022,End,2022-12-31,Never Purchased,,0,0.0,False,Patricia,Jones,F,25-34,Millennial
M001058,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,Anthony,Davis,M,45-54,Gen X
M001058,2022,End,2022-12-31,Never Purchased,,0,0.0,False,Anthony,Davis,M,45-54,Gen X
M001059,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,Jessica,Brown,F,55+,Gen X
M001059,2022,End,2022-12-31,Active,26.0,9,705.65,True,Jessica,Brown,F,55+,Gen X
M001060,2022,Start,2022-01-01,Active,10.0,5,607.87,False,Nancy,Miller,F,35-44,Millennial
M001060,2022,End,2022-12-31,Active,21.0,12,2547.91,False,Nancy,Miller,F,35-44,Millennial
M001061,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,Jessica,Wilson,F,25-34,Millennial
M001061,2022,End,2022-12-31,Never Purchased,,0,0.0,False,Jessica,Wilson,F,25-34,Millennial
M001062,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,Jennifer,Smith,F,35-44,Millennial
M001062,2022,End,2022-12-31,Never Purchased,,0,0.0,False,Jennifer,Smith,F,35-44,Millennial
M001063,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,Richard,Jones,M,55+,Gen X
M001063,2022,End,2022-12-31,Never Purchased,,0,0.0,False,Richard,Jones,M,55+,Gen X
M001064,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,Daniel,Hernandez,M,45-54,Gen X
M001064,2022,End,2022-12-31,Active,11.0,5,893.24,True,Daniel,Hernandez,M,45-54,Gen X
M001065,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,Sarah,Smith,F,35-44,Millennial
M001065,2022,End,2022-12-31,Never Purchased,,0,0.0,False,Sarah,Smith,F,35-44,Millennial
M001066,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,Patricia,Martinez,F,18-24,Gen Z
M001066,2022,End,2022-12-31,Never Purchased,,0,0.0,False,Patricia,Martinez,F,18-24,Gen Z
M001067,2022,Start,2022-01-01,Never Purchased,,0,0.0,False,Mary,Rodriguez,F,45-54,Gen X
M001067,2022,End,2022-12-31,Never Purchased,,0,0.0,False,Mary,Rodriguez,F,45-54,Gen X
