transaction_id,transaction_date,transaction_time,customer_id,customer_name,id_card,passport,email,phone,business_unit,store_location,product_name,product_category,quantity,unit_price,subtotal,discount,total_amount,payment_method,status
TXN00000956,2025-05-28,13:42,CUST001373,Warit Suksawat,1959247671999,GO8049717,warit.suksawat44@yahoo.com,0882930524,Jaymart Mobile,Phuket - Patong,Samsung Tablet,Electronics,1,34181.98,34181.98,5127.3,29054.680000000004,Bank Transfer,Completed
TXN00003327,2025-05-28,16:57,CUST000325,Achara Boonma,1444759264444,,achara.boonma505@yahoo.com,0950370715,Jaymart Mobile,Bangkok - Silom,AirPods Pro,Electronics,1,36481.67,36481.67,1824.08,34657.59,Credit Card,Completed
TXN00000678,2025-05-28,10:44,CUST001165,Wanida Jiraporn,6422746684934,UE0683161,wanida.jiraporn3@gmail.com,0933676678,Casa Lapin,Bangkok - Asoke,Smoothie,F&B,1,410.97,410.97,0.0,410.97,Debit Card,Completed
TXN00003947,2025-05-28,14:32,CUST000055,Wanida Boonma,4153191292075,EP5553616,wanida.boonma368@yahoo.com,0659785777,Jaymart Mobile,Phuket - Patong,iPad Pro,Electronics,1,44515.99,44515.99,2225.8,42290.189999999995,Credit Card,Completed
TXN00001426,2025-05-28,20:24,CUST001314,Jaturong Suksawat,5123928228825,UI2645359,jaturong.suksawat49@hotmail.com,0981899818,Jaymart Mobile,Bangkok - Sukhumvit,iPad Pro,Electronics,1,8170.47,8170.47,817.05,7353.42,QR Payment,Completed
TXN00004378,2025-05-28,14:27,CUST000840,Somsri Anucha,0405775378673,CF7360466,somsri.anucha400@gmail.com,0923512919,Casa Lapin,Chiang Mai Central,Espresso,F&B,2,235.25,470.5,0.0,470.5,Credit Card,Completed
TXN00000288,2025-05-28,12:21,CUST001292,Achara Yongyut,4591116205119,NZ6534550,achara.yongyut678@gmail.com,0953971655,Casa Lapin,Bangkok - Sukhumvit,Latte,F&B,2,185.13,370.26,37.03,333.23,Debit Card,Completed
TXN00004685,2025-05-29,09:49,CUST001202,Warit Suksawat,2847193342416,VV4481641,warit.suksawat532@hotmail.com,0909686209,Jaymart Mobile,Bangkok - Siam,AirPods Pro,Electronics,1,31588.69,31588.69,1579.43,30009.26,Credit Card,Completed
TXN00002924,2025-05-29,20:02,CUST000393,Naphat Chatchai,3990292553920,SH2738474,naphat.chatchai578@outlook.com,0803511959,Jaymart Mobile,Bangkok - Thonglor,AirPods Pro,Electronics,1,49136.8,49136.8,7370.52,41766.28,Cash,Pending
TXN00004977,2025-05-29,10:59,CUST000443,Kamon Chatchai,3327664856636,,kamon.chatchai409@outlook.com,0986174949,Jaymart Mobile,Chiang Mai Central,iPhone 15 Pro,Electronics,1,19880.63,19880.63,994.03,18886.600000000002,Cash,Completed
TXN00002735,2025-05-29,17:07,CUST000508,Siriporn Methee,4878207433417,XA5238544,siriporn.methee572@outlook.com,0626079817,Jaymart Mobile,Bangkok - Thonglor,Samsung Galaxy S24,Electronics,1,44019.3,44019.3,0.0,44019.3,Cash,Completed
TXN00004290,2025-05-29,10:33,CUST001231,Somchai Suksawat,3395435420094,WN9518752,somchai.suksawat530@hotmail.com,0602074211,Jaymart Mobile,Bangkok - Siam,iPhone 15 Pro,Electronics,1,11788.91,11788.91,589.45,11199.46,Bank Transfer,Completed
TXN00002763,2025-05-29,10:45,CUST000981,Duangjai Methee,6192221021570,OV4115480,duangjai.methee395@yahoo.com,0644177294,Casa Lapin,Bangkok - Sukhumvit,Sandwich,F&B,1,404.42,404.42,0.0,404.42,Cash,Completed
TXN00004192,2025-05-29,14:06,CUST001230,Apinya Paiboon,2015574285622,XW3096716,apinya.paiboon453@hotmail.com,0669474287,Jaymart Mobile,Bangkok - Sukhumvit,Phone Accessories,Electronics,1,35804.56,35804.56,0.0,35804.56,Bank Transfer,Completed
TXN00000843,2025-05-29,18:05,CUST000355,Niran Worawut,1665490041591,QN7774139,niran.worawut411@yahoo.com,0939529869,Casa Lapin,Bangkok - Silom,Latte,F&B,1,73.3,73.3,3.67,69.63,Credit Card,Completed
TXN00002691,2025-05-29,09:51,CUST001339,Jaturong Jiraporn,6591578413468,IF7385285,jaturong.jiraporn452@hotmail.com,0980646242,Casa Lapin,Bangkok - Silom,Croissant,F&B,1,55.98,55.98,5.6,50.379999999999995,Bank Transfer,Completed
TXN00003694,2025-05-29,14:30,CUST000686,Ladda Boonsong,4172390183672,,ladda.boonsong611@outlook.com,0927518084,Casa Lapin,Bangkok - Silom,Americano,F&B,2,345.17,690.34,34.52,655.82,Credit Card,Pending
TXN00002658,2025-05-29,19:34,CUST001148,Apinya Anucha,5656831763568,MY9190476,apinya.anucha946@outlook.com,0925002894,Jaymart Mobile,Pattaya Center,iPhone 15 Pro,Electronics,1,29412.53,29412.53,2941.25,26471.28,Credit Card,Completed
TXN00004235,2025-05-29,20:53,CUST000295,Vichit Boonma,1168154456177,PP1065506,vichit.boonma10@yahoo.com,0614431127,Casa Lapin,Phuket - Patong,Croissant,F&B,1,398.34,398.34,19.92,378.41999999999996,Bank Transfer,Completed
TXN00002666,2025-05-29,12:53,CUST001051,Narong Rattana,5335705786451,XR0648695,narong.rattana338@yahoo.com,0838327759,Jaymart Mobile,Bangkok - Asoke,AirPods Pro,Electronics,1,20846.63,20846.63,3126.99,17719.64,Cash,Completed
TXN00003043,2025-05-29,17:11,CUST000706,Naphat Jiraporn,5686015507780,GX9083470,naphat.jiraporn630@outlook.com,0678550371,Casa Lapin,Bangkok - Asoke,Coffee Beans,F&B,1,393.73,393.73,0.0,393.73,QR Payment,Completed
TXN00001172,2025-05-30,20:11,CUST000943,Yuttana Sanitchai,7366140549768,SH0573959,yuttana.sanitchai73@yahoo.com,0859791837,Casa Lapin,Bangkok - Sukhumvit,Cappuccino,F&B,1,302.0,302.0,0.0,302.0,Cash,Pending
TXN00002079,2025-05-30,12:34,CUST001250,Achara Phonpakdee,9255818556654,NB7224991,achara.phonpakdee625@hotmail.com,0996707934,Jaymart Mobile,Bangkok - Thonglor,Apple Watch,Electronics,1,41666.58,41666.58,0.0,41666.58,Bank Transfer,Completed
TXN00000529,2025-05-30,12:32,CUST000446,Somchai Methee,2018060184755,KL9598902,somchai.methee514@outlook.com,0819485657,Jaymart Mobile,Bangkok - Thonglor,AirPods Pro,Electronics,1,27341.08,27341.08,1367.05,25974.030000000002,Debit Card,Completed
TXN00000632,2025-05-30,13:32,CUST000601,Kamon Paiboon,4417584734939,DQ1889194,kamon.paiboon599@yahoo.com,0916160548,Casa Lapin,Bangkok - Asoke,Cake,F&B,1,125.14,125.14,12.51,112.63,Bank Transfer,Pending
TXN00001083,2025-05-30,13:00,CUST001417,Prasert Nattapong,3584552486251,,prasert.nattapong913@outlook.com,0839411451,Jaymart Mobile,Bangkok - Sukhumvit,iPad Pro,Electronics,2,32988.69,65977.38,6597.74,59379.64000000001,Bank Transfer,Completed
TXN00003504,2025-05-30,11:28,CUST000931,Ratchanee Suksawat,0032852202097,,ratchanee.suksawat992@yahoo.com,0905849477,Jaymart Mobile,Bangkok - Asoke,iPhone 15 Pro,Electronics,1,38466.3,38466.3,0.0,38466.3,Cash,Completed
TXN00002017,2025-05-30,20:40,CUST001308,Yuttana Yongyut,3571909836992,AF1362459,yuttana.yongyut951@hotmail.com,0852802230,Casa Lapin,Bangkok - Thonglor,Cappuccino,F&B,1,226.77,226.77,22.68,204.09,Credit Card,Completed
TXN00004817,2025-05-31,10:31,CUST000546,Duangjai Boonsong,5677713514551,PP4034100,duangjai.boonsong713@gmail.com,0938030761,Jaymart Mobile,Chiang Mai Central,Phone Accessories,Electronics,1,9256.28,9256.28,925.63,8330.650000000001,Bank Transfer,Completed
TXN00002784,2025-05-31,16:29,CUST001209,Warit Jiraporn,7165049733395,SW6259471,warit.jiraporn152@gmail.com,0886257632,Jaymart Mobile,Bangkok - Thonglor,Samsung Galaxy S24,Electronics,1,15062.94,15062.94,1506.29,13556.650000000001,QR Payment,Completed
TXN00003345,2025-05-31,11:34,CUST000664,Niran Anucha,5927781843998,EG4744046,niran.anucha584@hotmail.com,0629141830,Jaymart Mobile,Phuket - Patong,Apple Watch,Electronics,1,29708.11,29708.11,0.0,29708.11,QR Payment,Completed
TXN00004808,2025-05-31,15:51,CUST000098,Niran Thongkam,2298338018221,YB9031156,niran.thongkam434@gmail.com,0811904669,Jaymart Mobile,Bangkok - Siam,Apple Watch,Electronics,1,44260.25,44260.25,0.0,44260.25,Debit Card,Pending
TXN00002449,2025-05-31,08:44,CUST000798,Prasert Yongyut,5310483195892,YE7702459,prasert.yongyut942@gmail.com,0883907707,Casa Lapin,Bangkok - Silom,Americano,F&B,1,113.94,113.94,0.0,113.94,Cash,Pending
TXN00003776,2025-05-31,10:00,CUST000612,Warit Nattapong,7570804056730,,warit.nattapong780@hotmail.com,0691412922,Jaymart Mobile,Bangkok - Asoke,Samsung Galaxy S24,Electronics,1,39630.43,39630.43,5944.56,33685.87,Bank Transfer,Completed
TXN00001859,2025-05-31,09:36,CUST000049,Warit Boonma,7697972434980,EG4299167,warit.boonma43@hotmail.com,0612211834,Casa Lapin,Phuket - Patong,Coffee Beans,F&B,2,194.79,389.58,38.96,350.62,QR Payment,Completed
TXN00003559,2025-05-31,15:15,CUST000649,Apinya Worawut,5255892488169,,apinya.worawut638@hotmail.com,0633775032,Jaymart Mobile,Chiang Mai Central,Mobile Insurance,Electronics,1,4184.07,4184.07,209.2,3974.87,Debit Card,Completed
TXN00000823,2025-05-31,08:42,CUST000794,Wanida Tanawat,9406125636186,,wanida.tanawat819@outlook.com,0696784392,Casa Lapin,Bangkok - Asoke,Sandwich,F&B,1,420.43,420.43,21.02,399.41,Debit Card,Completed
TXN00004070,2025-05-31,20:38,CUST000666,Narong Boonma,3125330041855,,narong.boonma66@yahoo.com,0884325979,Casa Lapin,Bangkok - Siam,Espresso,F&B,1,104.41,104.41,5.22,99.19,Bank Transfer,Completed
TXN00002852,2025-05-31,15:09,CUST000093,Wanida Anucha,0894077839295,,wanida.anucha804@gmail.com,0671906192,Jaymart Mobile,Pattaya Center,Phone Accessories,Electronics,1,36140.28,36140.28,5421.04,30719.239999999998,Credit Card,Cancelled
TXN00000673,2025-06-01,16:17,CUST001214,Duangjai Jiraporn,0551960808699,BL1745460,duangjai.jiraporn114@hotmail.com,0932858668,Casa Lapin,Bangkok - Sukhumvit,Smoothie,F&B,1,485.43,485.43,48.54,436.89,Bank Transfer,Completed
TXN00003558,2025-06-01,11:47,CUST001478,Jaturong Dechapol,6417115597654,JL3237017,jaturong.dechapol376@yahoo.com,0677225525,Casa Lapin,Phuket - Patong,Smoothie,F&B,1,164.73,164.73,8.24,156.48999999999998,Debit Card,Completed
TXN00004738,2025-06-01,11:34,CUST001277,Ladda Chatchai,0361724255329,DI6036726,ladda.chatchai376@outlook.com,0648912056,Jaymart Mobile,Pattaya Center,AirPods Pro,Electronics,1,35973.28,35973.28,0.0,35973.28,Credit Card,Cancelled
TXN00001892,2025-06-01,19:13,CUST000620,Apinya Anucha,5671978180352,UP6181513,apinya.anucha970@yahoo.com,0821465981,Jaymart Mobile,Bangkok - Thonglor,Apple Watch,Electronics,1,8851.03,8851.03,442.55,8408.480000000001,Debit Card,Completed
TXN00003270,2025-06-01,14:48,CUST001103,Udom Nattapong,8305146853204,,udom.nattapong835@yahoo.com,0650832727,Jaymart Mobile,Bangkok - Sukhumvit,iPad Pro,Electronics,3,47951.68,143855.04,0.0,143855.04,Debit Card,Completed
TXN00000982,2025-06-01,18:21,CUST000510,Duangjai Chaiyaporn,1991228092698,FY9793449,duangjai.chaiyaporn899@gmail.com,0637741168,Jaymart Mobile,Bangkok - Siam,Apple Watch,Electronics,1,29894.59,29894.59,4484.19,25410.4,Credit Card,Completed
TXN00001477,2025-06-01,19:55,CUST001025,Achara Rungruang,2712645276295,RC1655780,achara.rungruang936@yahoo.com,0918720514,Casa Lapin,Phuket - Patong,Smoothie,F&B,1,442.96,442.96,22.15,420.81,Cash,Cancelled
TXN00004721,2025-06-01,14:43,CUST001261,Prasert Chaiyaporn,3913139765043,KS9875418,prasert.chaiyaporn477@hotmail.com,0935222412,Jaymart Mobile,Bangkok - Siam,Samsung Galaxy S24,Electronics,1,27407.74,27407.74,4111.16,23296.58,Cash,Completed
TXN00003223,2025-06-01,09:19,CUST000365,Udom Kritsana,3369733069496,,udom.kritsana95@outlook.com,0982650272,Casa Lapin,Pattaya Center,Sandwich,F&B,2,496.87,993.74,0.0,993.74,Credit Card,Completed
TXN00000283,2025-06-01,11:12,CUST001189,Prasert Chatchai,0297084185654,CN5457672,prasert.chatchai801@outlook.com,0853339554,Jaymart Mobile,Pattaya Center,Samsung Galaxy S24,Electronics,1,43419.55,43419.55,2170.98,41248.57,Credit Card,Completed
TXN00004119,2025-06-01,15:17,CUST000442,Orapin Boonsong,5732069071883,EI5327309,orapin.boonsong830@outlook.com,0943727416,Jaymart Mobile,Bangkok - Sukhumvit,Samsung Galaxy S24,Electronics,1,25995.24,25995.24,0.0,25995.24,Bank Transfer,Completed
TXN00003402,2025-06-01,17:06,CUST000738,Sakchai Phonpakdee,9917458268834,,sakchai.phonpakdee915@gmail.com,0811965858,Jaymart Mobile,Bangkok - Silom,AirPods Pro,Electronics,1,1618.92,1618.92,242.84,1376.0800000000002,Cash,Completed
TXN00004326,2025-06-01,20:28,CUST000683,Orapin Boonma,0700118792671,EG6727740,orapin.boonma969@yahoo.com,0983001639,Jaymart Mobile,Bangkok - Siam,Samsung Tablet,Electronics,1,31031.89,31031.89,3103.19,27928.7,Bank Transfer,Completed
TXN00002759,2025-06-01,20:30,CUST000745,Jaturong Yongyut,9270496505384,FY6258713,jaturong.yongyut645@outlook.com,0604597790,Jaymart Mobile,Bangkok - Thonglor,iPad Pro,Electronics,1,31543.53,31543.53,3154.35,28389.18,Bank Transfer,Completed
TXN00002819,2025-06-01,18:18,CUST000853,Orapin Rungruang,1857659811235,,orapin.rungruang163@gmail.com,0690259529,Casa Lapin,Bangkok - Siam,Americano,F&B,1,115.4,115.4,0.0,115.4,Credit Card,Completed
TXN00004338,2025-06-02,14:25,CUST000040,Warit Kritsana,8772236796602,,warit.kritsana141@gmail.com,0912608593,Jaymart Mobile,Phuket - Patong,Apple Watch,Electronics,1,21709.42,21709.42,2170.94,19538.48,Credit Card,Pending
TXN00001704,2025-06-02,15:48,CUST000295,Vichit Boonma,1168154456177,PP1065506,vichit.boonma10@yahoo.com,0614431127,Jaymart Mobile,Bangkok - Asoke,Mobile Insurance,Electronics,1,20952.5,20952.5,2095.25,18857.25,Bank Transfer,Cancelled
TXN00000224,2025-06-02,20:47,CUST001161,Sakchai Rungruang,0786646079647,MH6842490,sakchai.rungruang963@outlook.com,0665866524,Jaymart Mobile,Bangkok - Asoke,Apple Watch,Electronics,1,7445.97,7445.97,0.0,7445.97,Cash,Cancelled
TXN00003843,2025-06-02,15:55,CUST000970,Orapin Methee,5601263834045,,orapin.methee672@yahoo.com,0682143579,Casa Lapin,Pattaya Center,Cake,F&B,1,60.18,60.18,0.0,60.18,Bank Transfer,Completed
TXN00001162,2025-06-02,18:37,CUST000036,Sakchai Anucha,1916953143018,LF4855997,sakchai.anucha999@outlook.com,0813749007,Jaymart Mobile,Bangkok - Asoke,Mobile Insurance,Electronics,2,28833.58,57667.16,2883.36,54783.8,Debit Card,Completed
TXN00003072,2025-06-02,13:02,CUST001377,Udom Kritsana,4954747341452,SR6827740,udom.kritsana917@yahoo.com,0818493138,Casa Lapin,Chiang Mai Central,Croissant,F&B,1,112.36,112.36,0.0,112.36,Debit Card,Completed
TXN00002736,2025-06-02,15:34,CUST001496,Udom Jiraporn,0073099452519,,udom.jiraporn197@gmail.com,0941702645,Casa Lapin,Chiang Mai Central,Latte,F&B,2,434.77,869.54,130.43,739.1099999999999,Bank Transfer,Completed
TXN00000364,2025-06-02,13:13,CUST000546,Duangjai Boonsong,5677713514551,PP4034100,duangjai.boonsong713@gmail.com,0938030761,Casa Lapin,Pattaya Center,Latte,F&B,1,239.67,239.67,35.95,203.71999999999997,Bank Transfer,Completed
TXN00000026,2025-06-02,20:17,CUST000710,Jaturong Dechapol,7783561703049,,jaturong.dechapol766@outlook.com,0840745277,Casa Lapin,Bangkok - Siam,Cake,F&B,1,454.11,454.11,0.0,454.11,Bank Transfer,Completed
TXN00000177,2025-06-02,10:13,CUST000818,Niran Tanawat,5883561441554,,niran.tanawat299@hotmail.com,0853209095,Casa Lapin,Bangkok - Siam,Cappuccino,F&B,1,402.82,402.82,20.14,382.68,Cash,Completed
TXN00003725,2025-06-03,18:23,CUST000711,Ladda Yongyut,8496789403939,FZ9682192,ladda.yongyut33@outlook.com,0963045854,Jaymart Mobile,Bangkok - Siam,Mobile Insurance,Electronics,2,9449.93,18899.86,1889.99,17009.87,Bank Transfer,Completed
TXN00001257,2025-06-03,20:17,CUST000047,Ladda Jiraporn,8152857275771,BX7876761,ladda.jiraporn896@hotmail.com,0867700672,Casa Lapin,Bangkok - Thonglor,Americano,F&B,1,72.5,72.5,7.25,65.25,QR Payment,Completed
TXN00004867,2025-06-03,19:21,CUST001426,Ladda Paiboon,8359057277219,RC5192310,ladda.paiboon49@hotmail.com,0658478442,Jaymart Mobile,Bangkok - Thonglor,iPhone 15 Pro,Electronics,1,36814.69,36814.69,1840.73,34973.96,Cash,Completed
TXN00001993,2025-06-03,10:12,CUST001291,Siriporn Kritsana,7646888765548,WQ4338032,siriporn.kritsana833@hotmail.com,0679579585,Jaymart Mobile,Bangkok - Asoke,Mobile Insurance,Electronics,1,28044.14,28044.14,0.0,28044.14,QR Payment,Completed
TXN00004359,2025-06-03,19:49,CUST001359,Udom Anucha,3179087903678,,udom.anucha130@yahoo.com,0903928795,Jaymart Mobile,Bangkok - Silom,Samsung Tablet,Electronics,1,36716.37,36716.37,5507.46,31208.910000000003,Cash,Cancelled
TXN00004501,2025-06-03,20:04,CUST000193,Jaturong Chaiyaporn,1193396467748,YJ8389638,jaturong.chaiyaporn907@hotmail.com,0858128357,Casa Lapin,Bangkok - Thonglor,Sandwich,F&B,2,335.03,670.06,100.51,569.55,Credit Card,Completed
TXN00002076,2025-06-03,14:51,CUST000869,Warit Suksawat,6760499118431,KW6399368,warit.suksawat33@outlook.com,0675230324,Jaymart Mobile,Bangkok - Siam,Samsung Galaxy S24,Electronics,1,49103.56,49103.56,0.0,49103.56,Debit Card,Completed
TXN00000542,2025-06-03,15:10,CUST000805,Chaiya Thongkam,5847110433310,UU9847828,chaiya.thongkam545@outlook.com,0810881900,Casa Lapin,Bangkok - Asoke,Latte,F&B,1,95.02,95.02,9.5,85.52,Bank Transfer,Completed
TXN00004551,2025-06-03,18:06,CUST000940,Somsri Worawut,0177525391351,HT6535954,somsri.worawut408@outlook.com,0666676250,Casa Lapin,Bangkok - Sukhumvit,Coffee Beans,F&B,1,202.45,202.45,0.0,202.45,QR Payment,Completed
TXN00001067,2025-06-03,17:18,CUST000134,Sakchai Boonsong,7658380232985,,sakchai.boonsong793@yahoo.com,0842247451,Casa Lapin,Bangkok - Thonglor,Cappuccino,F&B,1,230.53,230.53,34.58,195.95,QR Payment,Completed
TXN00003595,2025-06-03,12:14,CUST000220,Niran Phonpakdee,6885451483080,IE2534226,niran.phonpakdee988@hotmail.com,0902280945,Jaymart Mobile,Bangkok - Asoke,Samsung Tablet,Electronics,1,46251.91,46251.91,6937.79,39314.12,Credit Card,Completed
TXN00004452,2025-06-03,20:06,CUST000384,Tawan Tanawat,0648425221350,,tawan.tanawat67@yahoo.com,0996663673,Casa Lapin,Bangkok - Sukhumvit,Coffee Beans,F&B,1,199.96,199.96,0.0,199.96,QR Payment,Completed
TXN00002011,2025-06-03,15:47,CUST000001,Wanida Jiraporn,8777219756109,VU0623020,wanida.jiraporn51@yahoo.com,0670597812,Casa Lapin,Bangkok - Thonglor,Latte,F&B,1,438.22,438.22,21.91,416.31,QR Payment,Completed
TXN00003813,2025-06-03,08:48,CUST000141,Duangjai Chatchai,8820680548103,MX5586156,duangjai.chatchai249@gmail.com,0863489020,Casa Lapin,Bangkok - Siam,Smoothie,F&B,1,420.92,420.92,63.14,357.78000000000003,QR Payment,Cancelled
TXN00002634,2025-06-03,08:09,CUST000579,Niran Boonsong,5362165504116,KN4191405,niran.boonsong468@outlook.com,0812749345,Jaymart Mobile,Bangkok - Thonglor,iPad Pro,Electronics,1,45612.07,45612.07,0.0,45612.07,QR Payment,Completed
TXN00001640,2025-06-03,14:21,CUST001143,Siriporn Anucha,9045489499203,,siriporn.anucha299@hotmail.com,0983066901,Jaymart Mobile,Bangkok - Silom,iPhone 15 Pro,Electronics,1,27231.03,27231.03,4084.65,23146.379999999997,QR Payment,Completed
TXN00001313,2025-06-03,16:48,CUST000839,Manee Tanawat,3472894427423,,manee.tanawat769@outlook.com,0820999572,Jaymart Mobile,Chiang Mai Central,Phone Accessories,Electronics,1,44063.37,44063.37,4406.34,39657.03,Debit Card,Completed
TXN00000196,2025-06-03,11:22,CUST000788,Prasert Dechapol,6242506161854,XT3065447,prasert.dechapol283@hotmail.com,0890884231,Jaymart Mobile,Phuket - Patong,Apple Watch,Electronics,2,40448.39,80896.78,12134.52,68762.26,QR Payment,Completed
TXN00004154,2025-06-04,10:08,CUST001162,Orapin Methee,5400196000707,,orapin.methee830@gmail.com,0987101009,Jaymart Mobile,Chiang Mai Central,Apple Watch,Electronics,2,10459.25,20918.5,2091.85,18826.65,Debit Card,Completed
TXN00003613,2025-06-04,13:14,CUST000013,Siriporn Methee,5161845757167,DX2661073,siriporn.methee424@yahoo.com,0660900122,Casa Lapin,Bangkok - Sukhumvit,Cake,F&B,1,387.0,387.0,19.35,367.65,Credit Card,Completed
TXN00003692,2025-06-04,08:21,CUST001458,Apinya Paiboon,7082247350277,,apinya.paiboon240@gmail.com,0838549810,Casa Lapin,Bangkok - Silom,Croissant,F&B,2,292.02,584.04,29.2,554.8399999999999,Cash,Completed
TXN00000809,2025-06-04,19:48,CUST001237,Ratchanee Phonpakdee,7177625376187,CZ2945130,ratchanee.phonpakdee334@gmail.com,0642998273,Jaymart Mobile,Phuket - Patong,Samsung Galaxy S24,Electronics,1,46010.4,46010.4,0.0,46010.4,Credit Card,Completed
TXN00001814,2025-06-04,16:14,CUST000736,Udom Tanawat,7351236283789,SR8822127,udom.tanawat718@outlook.com,0916601634,Jaymart Mobile,Bangkok - Thonglor,Mobile Insurance,Electronics,2,32762.35,65524.7,9828.7,55696.0,QR Payment,Completed
TXN00003800,2025-06-04,09:59,CUST000396,Niran Methee,6242957586705,AP4442367,niran.methee145@gmail.com,0866795244,Casa Lapin,Bangkok - Siam,Espresso,F&B,1,321.45,321.45,16.07,305.38,Cash,Completed
TXN00000862,2025-06-04,16:03,CUST001030,Prasert Thongkam,8324448099939,,prasert.thongkam629@outlook.com,0616789499,Casa Lapin,Bangkok - Thonglor,Americano,F&B,1,182.27,182.27,18.23,164.04000000000002,QR Payment,Completed
TXN00000697,2025-06-04,09:53,CUST000287,Duangjai Nattapong,3966080085050,JQ4987286,duangjai.nattapong814@yahoo.com,0970017935,Jaymart Mobile,Pattaya Center,Samsung Tablet,Electronics,1,39370.33,39370.33,5905.55,33464.78,Debit Card,Completed
TXN00003042,2025-06-04,09:51,CUST000693,Kamon Yongyut,3507939942488,JG0955011,kamon.yongyut941@yahoo.com,0607168526,Jaymart Mobile,Bangkok - Sukhumvit,Phone Accessories,Electronics,1,47683.32,47683.32,0.0,47683.32,Credit Card,Completed
TXN00001101,2025-06-04,12:57,CUST000448,Sakchai Jiraporn,4524041997705,VF9862614,sakchai.jiraporn372@gmail.com,0801942270,Casa Lapin,Bangkok - Silom,Cake,F&B,1,81.96,81.96,12.29,69.66999999999999,Cash,Pending
TXN00002065,2025-06-04,09:29,CUST000575,Duangjai Tanawat,4067045331749,AS9772762,duangjai.tanawat497@outlook.com,0679807737,Casa Lapin,Pattaya Center,Latte,F&B,2,125.13,250.26,25.03,225.23,Credit Card,Completed
TXN00003050,2025-06-04,11:08,CUST000150,Chaiya Rungruang,3709569236534,,chaiya.rungruang395@gmail.com,0943261082,Casa Lapin,Bangkok - Asoke,Espresso,F&B,2,400.6,801.2,80.12,721.08,Bank Transfer,Completed
TXN00001614,2025-06-04,16:45,CUST001080,Yuttana Thongkam,4755529289684,,yuttana.thongkam742@hotmail.com,0681847985,Jaymart Mobile,Bangkok - Silom,AirPods Pro,Electronics,1,6097.99,6097.99,914.7,5183.29,Credit Card,Completed
TXN00002995,2025-06-04,19:14,CUST001094,Somchai Worawut,8377112192505,,somchai.worawut552@hotmail.com,0978200839,Casa Lapin,Bangkok - Sukhumvit,Espresso,F&B,3,212.11,636.33,95.45,540.88,Bank Transfer,Completed
TXN00003353,2025-06-04,18:18,CUST001005,Warit Yongyut,6939605449852,,warit.yongyut441@outlook.com,0982822886,Casa Lapin,Chiang Mai Central,Smoothie,F&B,1,352.68,352.68,35.27,317.41,Cash,Completed
TXN00001545,2025-06-04,08:27,CUST000420,Udom Worawut,4877001045367,AU8904911,udom.worawut898@yahoo.com,0681229366,Jaymart Mobile,Bangkok - Thonglor,iPad Pro,Electronics,1,37973.86,37973.86,1898.69,36075.17,Credit Card,Completed
TXN00004179,2025-06-04,16:36,CUST000491,Vichit Boonsong,7344794078763,HY3296978,vichit.boonsong460@outlook.com,0627852617,Casa Lapin,Pattaya Center,Espresso,F&B,1,486.12,486.12,48.61,437.51,Credit Card,Completed
TXN00000841,2025-06-05,12:46,CUST000818,Niran Tanawat,5883561441554,,niran.tanawat299@hotmail.com,0853209095,Jaymart Mobile,Phuket - Patong,Apple Watch,Electronics,1,35037.68,35037.68,5255.65,29782.03,Debit Card,Completed
TXN00002229,2025-06-05,13:21,CUST001049,Manee Phonpakdee,8016169628906,AK1993409,manee.phonpakdee272@gmail.com,0697712930,Jaymart Mobile,Bangkok - Siam,iPhone 15 Pro,Electronics,1,41391.3,41391.3,4139.13,37252.170000000006,Debit Card,Completed
TXN00003034,2025-06-05,18:19,CUST000832,Wanida Dechapol,4494328210523,,wanida.dechapol803@outlook.com,0912879081,Casa Lapin,Bangkok - Sukhumvit,Smoothie,F&B,1,61.45,61.45,3.07,58.38,Bank Transfer,Completed
TXN00001793,2025-06-05,18:50,CUST000869,Warit Suksawat,6760499118431,KW6399368,warit.suksawat33@outlook.com,0675230324,Jaymart Mobile,Bangkok - Asoke,AirPods Pro,Electronics,1,36044.75,36044.75,5406.71,30638.04,QR Payment,Completed
TXN00004839,2025-06-05,14:14,CUST001238,Ratchanee Paiboon,0841535635517,SH3643780,ratchanee.paiboon649@hotmail.com,0651245728,Casa Lapin,Bangkok - Asoke,Latte,F&B,3,388.61,1165.83,0.0,1165.83,Bank Transfer,Completed
TXN00002285,2025-06-05,16:50,CUST001215,Somsri Dechapol,8042362928451,QX1317209,somsri.dechapol534@yahoo.com,0869686776,Jaymart Mobile,Bangkok - Sukhumvit,AirPods Pro,Electronics,2,23352.58,46705.16,0.0,46705.16,Cash,Completed
TXN00000173,2025-06-05,12:11,CUST001162,Orapin Methee,5400196000707,,orapin.methee830@gmail.com,0987101009,Jaymart Mobile,Bangkok - Asoke,iPhone 15 Pro,Electronics,2,24361.72,48723.44,2436.17,46287.270000000004,QR Payment,Completed
TXN00001215,2025-06-05,15:05,CUST000931,Ratchanee Suksawat,0032852202097,,ratchanee.suksawat992@yahoo.com,0905849477,Jaymart Mobile,Chiang Mai Central,Phone Accessories,Electronics,1,37172.69,37172.69,5575.9,31596.79,Credit Card,Completed
TXN00000664,2025-06-05,20:38,CUST000440,Sakchai Kritsana,1645212617414,,sakchai.kritsana679@gmail.com,0614351689,Casa Lapin,Bangkok - Sukhumvit,Smoothie,F&B,1,292.04,292.04,14.6,277.44,QR Payment,Completed
